timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-03T16:58:02,Hackathon 2 - Data/IA - Groupe 1 - Pre-processing,34da436a-2173-401f-855b-e4d2ce37f156,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4978556999994907,1.532935899459115e-07,3.079076727374384e-07,14.0,0.0,5.869122505187988,1.935925833335609e-06,0,7.995546346583153e-07,2.735480467993924e-06,France,FRA,auvergne rhône-alpes,,,Windows-10-10.0.26100-SP0,3.11.5,2.8.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.650993347167969,machine,N,1.0
2025-02-03T16:58:02,Hackathon 2 - Data/IA - Groupe 1 - Pre-processing,34da436a-2173-401f-855b-e4d2ce37f156,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5261963999982981,1.613801709852387e-07,3.066918948623757e-07,14.0,0.0,5.869122505187988,2.046055277783631e-06,0,8.337279265069287e-07,2.8797832042905594e-06,France,FRA,auvergne rhône-alpes,,,Windows-10-10.0.26100-SP0,3.11.5,2.8.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.650993347167969,machine,N,1.0
2025-02-03T16:58:30,Hackathon 2 - Data/IA - Groupe 1 - Visualization,3a633718-406a-4015-8057-b0266adcfb6b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,26.59872170000017,8.224510937175396e-06,3.0920699986779226e-07,14.0,0.0,5.869122505187988,0.0001034391901666,0,4.3324865886718535e-05,0.0001467640560533,France,FRA,auvergne rhône-alpes,,,Windows-10-10.0.26100-SP0,3.11.5,2.8.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.650993347167969,machine,N,1.0
2025-02-03T16:58:30,Hackathon 2 - Data/IA - Groupe 1 - Visualization,3a633718-406a-4015-8057-b0266adcfb6b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,26.680185600002005,8.248938362053868e-06,3.091784474712668e-07,14.0,0.0,5.869122505187988,0.0001037558417777,0,4.344411471777991e-05,0.0001471999564955,France,FRA,auvergne rhône-alpes,,,Windows-10-10.0.26100-SP0,3.11.5,2.8.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.650993347167969,machine,N,1.0
2025-02-03T16:58:32,Hackathon 2 - Data/IA - Groupe 1 - Modèle,02ff39ba-19cb-46e6-9138-dfae368554c1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.12201289999939036,3.7029283363207583e-08,3.034866261140634e-07,14.0,0.0,5.869122505187988,4.743223333348901e-07,0,1.8645468558421224e-07,6.607770189191024e-07,France,FRA,auvergne rhône-alpes,,,Windows-10-10.0.26100-SP0,3.11.5,2.8.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.650993347167969,machine,N,1.0
